CUST,PRNCPL,SLSMN
S12566,F03,R29
S12567,F03,R23
S12568,F03,Z14
N08258,F03,R97
N08254,F03,Z11
N08251,F03,RC5
S08015,F03,R23
N07369,F03,Z11
S12578,F03,R23
S12581,F03,R23
N08277,F03,Z11
N08280,F03,R97
N08262,F03,R97
N08263,F03,R97
N08266,F03,R97
N08279,F03,R97
S12574,F03,Z14
N08286,F03,RC5
N08287,F03,RC5
N08290,F03,Z11
N08293,F03,RC5
N08294,F03,R97
N08296,F03,R97
N08282,F03,RC5
N08283,F03,RC5
S12575,F03,Z14
S12576,F03,R29
N08299,F03,R97
S12582,F03,R24
S12584,F03,R29
N08301,F03,Z11
N08302,F03,Z11
N08303,F03,Z11
N08304,F03,Z11
N08305,F03,Z11
N08306,F03,Z11
N08307,F03,Z11
N08312,F03,Z11
S12587,F03,R36
S12589,F03,R23
S12591,F03,R36
S12592,F03,R36
S12596,F03,R23
S12594,F03,R24
S12595,F03,R24
N08321,F03,R97
N08316,F03,Z11
N08317,F03,Z11
N08318,F03,Z11
N08319,F03,Z11
N08320,F03,Z11
N08924,F03,Z11
N08969,F03,R97
N08976,F03,RC5
S12650,F03,R24
S12651,F03,R24
S12652,F03,R24
S12653,F03,R24
S12654,F03,Z14
S12656,F03,R36
N07299,F03,Z11
N08994,F03,RC5
N08991,F03,Z11
N08992,F03,Z11
N08988,F03,Z11
N08989,F03,Z11
N00380                              ,F03,RC5
N08985,F03,Z11
N08983,F03,Z11
S12625,F03,R29
S12626,F03,R40
S12627,F03,R40
N08965,F03,Z11
S12621,F03,R40
S12622,F03,Z14
S12623,F03,R36
S12624,F03,R40
S12620,F03,Z14
N08949,F03,RC5
N08947,F03,R97
N08950,F03,RC5
N08943,F03,RC5
S12604,F03,R24
S12607,F03,R40
N08940,F03,R97
N08941,F03,R97
N08942,F03,R97
N08938,F03,Z11
N08936,F03,RC5
S12600,F03,R24
N08945,F03,Z11
N08974,F03,RC5
M00133,F03,Z18
M00355,F03,R59
M00472,F03,R34
M00473,F03,R34
M00483,F03,R34
M00486,F03,R34
M00488,F03,Z18
M00489,F03,Z18
M00492,F03,R34
M00495,F03,R34
M00496,F03,R34
M00497,F03,R34
M00498,F03,Z18
M00499,F03,R34
M00500,F03,R34
M00502,F03,Z18
M00503,F03,R34
M00506,F03,R34
M00507,F03,R34
M00508,F03,R34
M00509,F03,Z18
M00510,F03,Z18
M00511,F03,Z18
M00512,F03,Z18
M00513,F03,R34
M00514,F03,Z18
M00522,F03,R34
M00529,F03,Z18
M00531,F03,R34
M00534,F03,R34
M00535,F03,R34
M00540,F03,R34
M00680,F03,R34
M00982,F03,Z18
M00983,F03,R34
M01052,F03,Z18
M01067,F03,Z18
M01588,F03,Z18
M01681,F03,R34
M01891,F03,R34
M02191,F03,R34
M02212,F03,Z18
M02324,F03,Z18
M02341,F03,Z18
M02458,F03,R34
M02528,F03,Z18
M02651,F03,R34
M02652,F03,R34
M02653,F03,R34
M02654,F03,Z18
M02655,F03,R34
M02656,F03,Z18
M02657,F03,Z18
M02658,F03,Z18
M02659,F03,Z18
M02661,F03,Z18
M02662,F03,Z18
M02663,F03,Z18
M02665,F03,Z18
M02666,F03,Z18
M02667,F03,Z18
M02668,F03,R34
M02669,F03,R34
M02670,F03,R34
M02672,F03,Z18
M02673,F03,Z18
M02674,F03,R34
M02675,F03,Z18
M02676,F03,Z18
M02677,F03,Z18
M02678,F03,Z18
M02679,F03,R34
M02680,F03,R34
M02681,F03,R34
M02682,F03,Z18
M02683,F03,R34
M02690,F03,R34
M02691,F03,R34
M02692,F03,Z18
M02693,F03,R34
M02694,F03,R34
M02695,F03,R34
M02696,F03,R34
M02700,F03,R34
M02701,F03,R34
M02702,F03,R34
M02703,F03,R34
M02705,F03,R34
M02706,F03,R34
M02707,F03,R34
M02708,F03,R34
M02709,F03,R34
M02730,F03,Z18
M02732,F03,Z18
M02733,F03,Z18
M02734,F03,Z18
M02735,F03,Z18
M02736,F03,Z18
M02739,F03,Z18
M02740,F03,Z18
M02742,F03,Z18
M02744,F03,R34
M02745,F03,Z18
M02746,F03,Z18
M02748,F03,Z18
M02749,F03,Z18
M02750,F03,Z18
M02751,F03,Z18
M02752,F03,Z18
M02754,F03,Z18
M02755,F03,Z18
M02756,F03,Z18
M02757,F03,Z18
M02758,F03,Z18
M02759,F03,Z18
M02760,F03,Z18
M02761,F03,Z18
M02799,F03,R34
M02821,F03,R34
M02830,F03,Z18
M02831,F03,Z18
M02833,F03,Z18
M02836,F03,Z18
M02837,F03,Z18
M02838,F03,Z18
M02845,F03,Z18
M02870,F03,R34
M02891,F03,R34
M02899,F03,R34
M02901,F03,R34
M02917,F03,R34
M02967,F03,R34
M03036,F03,R34
M03037,F03,R34
M03038,F03,Z18
M03039,F03,R34
M03040,F03,R34
M03081,F03,Z18
M03117,F03,Z18
M03121,F03,Z18
M03189,F03,Z18
M03197,F03,R34
M03208,F03,R34
M03274,F03,R34
M03276,F03,R34
M03289,F03,Z18
M03379,F03,R34
M03401,F03,R34
M03403,F03,R34
M03425,F03,R34
M03426,F03,R34
M03439,F03,R34
M03507,F03,R34
M03524,F03,R34
M03544,F03,R34
M03557,F03,Z18
M03559,F03,Z18
M03565,F03,Z18
M03576,F03,R34
M03586,F03,R34
M03607,F03,Z18
M03629,F03,Z18
M03654,F03,R34
M03656,F03,Z18
M03668,F03,Z18
M03669,F03,Z18
M03672,F03,Z18
M03673,F03,R34
M03675,F03,R34
M03685,F03,R34
M03686,F03,Z18
M03687,F03,Z18
M03688,F03,Z18
M03749,F03,Z18
M03751,F03,R34
M03752,F03,Z18
M03753,F03,Z18
M03754,F03,Z18
M03755,F03,Z18
M03756,F03,Z18
M03757,F03,Z18
M03758,F03,Z18
M03759,F03,Z18
M03760,F03,Z18
M03768,F03,Z18
M03770,F03,R34
M03793,F03,R34
M03797,F03,R34
M03806,F03,Z18
M03807,F03,Z18
M03825,F03,R34
M03835,F03,Z18
M03836,F03,Z18
M03837,F03,R34
M03868,F03,R34
M03874,F03,R34
M03875,F03,R34
M03885,F03,Z18
M03886,F03,Z18
M03887,F03,Z18
M03903,F03,R34
M03933,F03,R34
M03962,F03,Z18
M03975,F03,R34
M03978,F03,R34
M03995,F03,Z18
M03999,F03,Z18
M04003,F03,R34
M04011,F03,Z18
M04024,F03,R34
M04026,F03,R34
M04031,F03,Z18
M04032,F03,Z18
M04033,F03,Z18
M04034,F03,Z18
M04035,F03,Z18
M04036,F03,Z18
M04037,F03,Z18
M04039,F03,R34
M04040,F03,R34
M04058,F03,Z18
M04070,F03,R34
M04071,F03,R34
M04072,F03,R34
M04073,F03,R34
M04074,F03,R34
M04107,F03,Z18
M04110,F03,R34
M04114,F03,R34
M04170,F03,R34
M04171,F03,R34
M04172,F03,R34
M04173,F03,R34
M04183,F03,Z18
M04184,F03,Z18
M04185,F03,Z18
M04186,F03,Z18
M04187,F03,Z18
M04188,F03,Z18
M04192,F03,R34
M04198,F03,R34
M04199,F03,R34
M04209,F03,Z18
M04210,F03,Z18
M04231,F03,R34
M04232,F03,R34
M04255,F03,Z18
M04260,F03,R34
M04261,F03,R34
M04262,F03,R34
M04266,F03,R34
M04277,F03,R34
M04300,F03,Z18
M04307,F03,R34
M04308,F03,R34
M04309,F03,R34
M04310,F03,R34
M04315,F03,R34
M04672,F03,R34
M04695,F03,Z18
M04696,F03,Z18
M04697,F03,Z18
M04700,F03,R34
M04701,F03,R34
M04702,F03,R34
M04712,F03,R34
M04713,F03,R34
M04714,F03,R34
M04715,F03,R34
M04721,F03,R34
M04722,F03,R34
M04723,F03,R34
M04724,F03,R34
M04725,F03,R34
M04727,F03,R34
M04734,F03,R34
M05179,F03,R34
M05180,F03,Z18
M05181,F03,R34
M20699,F03,R34
S07980,F03,R34
S08957,F03,R34
S09621,F03,Z18
S09683,F03,R34
S10260,F03,R34
S10261,F03,R34
S10268,F03,R34
M04341,F03,R34
M04342,F03,R34
M05212,F03,Z18
M05210,F03,Z18
M00045,F03,Z20
M00163,F03,RC2
M00164,F03,R68
M00166,F03,RC2
M00175,F03,R68
M00178,F03,R68
M00179,F03,RC2
M00181,F03,R68
M00184,F03,RC2
M00185,F03,RC2
M00187,F03,R68
M00188,F03,R68
M00189,F03,R68
M00190,F03,RC2
M00191,F03,RC2
M00201,F03,R68
M00202,F03,R68
M00204,F03,Z20
M00207,F03,RC2
M00210,F03,R68
M00211,F03,R68
M00214,F03,R68
M00217,F03,R68
M00219,F03,RC2
M00223,F03,R68
M00227,F03,RC2
M00231,F03,RC2
M00232,F03,RC2
M00233,F03,R68
M00238,F03,RC2
M00241,F03,RC2
M00245,F03,RC2
M00248,F03,Z20
M00254,F03,RC2
M00284,F03,RC2
M00288,F03,RC2
M00302,F03,R68
M00306,F03,R68
M00309,F03,R68
M00313,F03,RC2
M00318,F03,RC2
M00319,F03,Z20
M00420,F03,Z20
M00620,F03,RC2
M00621,F03,Z20
M00622,F03,Z20
M00624,F03,RC2
M00635,F03,R68
M00642,F03,R68
M00644,F03,Z20
M00671,F03,Z20
M00693,F03,RC2
M00742,F03,Z20
M00798,F03,Z20
M00845,F03,R68
M00850,F03,RC2
M00851,F03,Z20
M00852,F03,Z20
M00854,F03,Z20
M00855,F03,RC2
M00856,F03,RC2
M00867,F03,RC2
M00914,F03,R68
M00915,F03,Z20
M00916,F03,R68
M00935,F03,RC2
M00944,F03,R68
M00948,F03,Z20
M00952,F03,Z20
M00953,F03,R68
M00961,F03,R68
M00972,F03,R68
M01011,F03,RC2
M01028,F03,R68
M01063,F03,RC2
M01071,F03,RC2
M01075,F03,R68
M01109,F03,Z20
M01151,F03,Z20
M01155,F03,Z20
M01426,F03,RC2
M01445,F03,R68
M01474,F03,RC2
M01553,F03,Z20
M01555,F03,RC2
M01561,F03,RC2
M01593,F03,RC2
M01623,F03,RC2
M01631,F03,R68
M01654,F03,RC2
M01657,F03,Z20
M01853,F03,R68
M02284,F03,RC2
M02288,F03,Z20
M02332,F03,R68
M02391,F03,R68
M02456,F03,Z20
M02457,F03,Z20
M02470,F03,R68
M02487,F03,R68
M02489,F03,Z20
M02504,F03,R68
M02524,F03,RC2
M02525,F03,R68
M02551,F03,Z20
M02602,F03,RC2
M02612,F03,Z20
M02615,F03,RC2
M02619,F03,RC2
M02620,F03,RC2
M02685,F03,R68
M02713,F03,R68
M02847,F03,R68
M02892,F03,RC2
M03024,F03,RC2
M03034,F03,Z20
M03173,F03,R68
M03219,F03,Z20
M03225,F03,R68
M03233,F03,R68
M03240,F03,R68
M03246,F03,Z20
M03273,F03,R68
M03281,F03,R68
M03292,F03,Z20
M03337,F03,R68
M03359,F03,Z20
M03367,F03,RC2
M03391,F03,Z20
M03400,F03,RC2
M03430,F03,RC2
M03440,F03,RC2
M03469,F03,Z20
M03471,F03,RC2
M03473,F03,RC2
M03477,F03,R68
M03481,F03,RC2
M03482,F03,RC2
M03501,F03,Z20
M03502,F03,RC2
M03508,F03,RC2
M03509,F03,RC2
M03513,F03,RC2
M03515,F03,Z20
M03523,F03,R68
M03527,F03,R68
M03532,F03,Z20
M03536,F03,RC2
M03552,F03,R68
M03560,F03,Z20
M03575,F03,RC2
M03578,F03,Z20
M03585,F03,Z20
M03587,F03,Z20
M03596,F03,RC2
M03605,F03,RC2
M03614,F03,R68
M03619,F03,Z20
M03620,F03,R68
M03625,F03,R68
M03627,F03,Z20
M03628,F03,RC2
M03636,F03,R68
M03637,F03,R68
M03639,F03,RC2
M03640,F03,Z20
M03643,F03,R68
M03645,F03,Z20
M03649,F03,R68
M03652,F03,R68
M03665,F03,R68
M03671,F03,Z20
M03682,F03,Z20
M03689,F03,R68
M03692,F03,R68
M03714,F03,R68
M03722,F03,R68
M03730,F03,R68
M03731,F03,R68
M03736,F03,RC2
M03739,F03,Z20
M03740,F03,Z20
M03741,F03,R68
M03744,F03,R68
M03762,F03,RC2
M03765,F03,R68
M03766,F03,Z20
M03769,F03,RC2
M03771,F03,Z20
M03772,F03,Z20
M03789,F03,RC2
M03792,F03,RC2
M03794,F03,RC2
M03799,F03,Z20
M03801,F03,RC2
M03805,F03,Z20
M03819,F03,Z20
M03843,F03,Z20
M03859,F03,Z20
M03861,F03,RC2
M03864,F03,RC2
M03871,F03,Z20
M03880,F03,Z20
M03881,F03,RC2
M03883,F03,R68
M03884,F03,Z20
M03892,F03,R68
M03893,F03,RC2
M03895,F03,R68
M03901,F03,RC2
M03906,F03,R68
M03914,F03,Z20
M03915,F03,RC2
M03925,F03,Z20
M03943,F03,Z20
M03947,F03,Z20
M03958,F03,RC2
M03959,F03,Z20
M03960,F03,Z20
M03961,F03,R68
M03967,F03,Z20
M03970,F03,R68
M03974,F03,R68
M03976,F03,RC2
M03977,F03,RC2
M03996,F03,R68
M03997,F03,Z20
M04009,F03,R68
M04013,F03,R68
M04022,F03,Z20
M04061,F03,RC2
M04076,F03,RC2
M04083,F03,Z20
M04084,F03,Z20
M04087,F03,Z20
M04089,F03,R68
M04091,F03,RC2
M04092,F03,RC2
M04095,F03,R68
M04096,F03,R68
M04097,F03,R68
M04098,F03,R68
M04099,F03,RC2
M04101,F03,Z20
M04104,F03,Z20
M04116,F03,R68
M04117,F03,R68
M04118,F03,Z20
M04166,F03,RC2
M04167,F03,Z20
M04195,F03,Z20
M04196,F03,Z20
M04204,F03,R68
M04214,F03,R68
M04215,F03,RC2
M04221,F03,Z20
M04230,F03,R68
M04235,F03,R68
M04236,F03,R68
M04238,F03,Z20
M04239,F03,R68
M04281,F03,Z20
M04290,F03,Z20
M04295,F03,RC2
M04302,F03,R68
M04305,F03,R68
M04316,F03,Z20
M04327,F03,R68
M04328,F03,R68
M04329,F03,Z20
M04330,F03,Z20
M04339,F03,R68
M04344,F03,Z20
M04675,F03,Z20
M04686,F03,RC2
M04717,F03,R68
M05099,F03,Z20
M05100,F03,RC2
M05101,F03,RC2
M05182     ,F03,RC2
M05183,F03,RC2
M05184,F03,RC2
M05185,F03,RC2
M05186,F03,R68
M05194,F03,RC2
M05195,F03,RC2
M03270,F03,R94
M03905,F03,R60
N08338,F03,RC5
N08917,F03,RC5
S00119,F03,R44
S00120,F03,R44
S00122,F03,R44
S00125,F03,R44
S00129,F03,R44
S00130,F03,R44
S00145,F03,R44
S00150,F03,R44
S00153,F03,R44
S00163,F03,R44
S00180,F03,R44
S00183,F03,R44
S00200,F03,R44
S00203,F03,R44
S03770,F03,R44
S03771,F03,R44
S04968,F03,R44
S04969,F03,R44
S05029,F03,R44
S05276,F03,R44
S05301,F03,R44
S05302,F03,R44
S05377,F03,R44
S05379,F03,R44
S05380,F03,R44
S06229,F03,R44
S06230,F03,R44
S06231,F03,R44
S06398,F03,R44
S06602,F03,R44
S06619,F03,R44
S06677,F03,R44
S06705,F03,R44
S06781,F03,R44
S06808,F03,R44
S06900,F03,R44
S06928,F03,R44
S07012,F03,R44
S07382,F03,R44
S07528,F03,R44
S07612,F03,R44
S07620,F03,R44
S07623,F03,R44
S08104,F03,R44
S08153,F03,R44
S08199,F03,R44
S08282,F03,R44
S08492,F03,R44
S08871,F03,R44
S09072,F03,R44
S09073,F03,R44
S09196,F03,R44
S09403,F03,R44
S09412,F03,R44
S09415,F03,R44
S09416,F03,R44
S09417,F03,R44
S09421,F03,R44
S09520,F03,R44
S09539,F03,R44
S09714,F03,R44
S09716,F03,R44
S09857,F03,R44
S09868,F03,R44
S10004,F03,R44
S10221,F03,R44
S10236,F03,R44
S10408,F03,R44
S10518,F03,R44
S10624,F03,R44
S10754,F03,R44
S10890,F03,R44
S11097,F03,R44
S11198,F03,R44
S11243,F03,R44
S11309,F03,R44
S11337,F03,R44
S11383,F03,R44
S11570,F03,R44
S11631,F03,R44
S11800,F03,R44
S11894,F03,R44
SC1518,F03,R44
S00115,F03,Z17
S00116,F03,Z17
S00117,F03,Z17
S00121,F03,Z17
S00123,F03,Z17
S00124,F03,Z17
S00127,F03,Z17
S00131,F03,Z17
S00132,F03,Z17
S00135,F03,Z17
S00142,F03,Z17
S00143,F03,Z17
S00144,F03,Z17
S00156,F03,Z17
S00161,F03,Z17
S00169,F03,Z17
S00171,F03,Z17
S00174,F03,Z17
S00188,F03,Z17
S00195,F03,Z17
S00198,F03,Z17
S03750,F03,Z17
S05306,F03,Z17
S05307,F03,Z17
S05370,F03,Z17
S05375,F03,Z17
S05378,F03,Z17
S05605,F03,Z17
S05920,F03,Z17
S06219,F03,Z17
S06222,F03,Z17
S06256,F03,Z17
S06262,F03,Z17
S06263,F03,Z17
S06264,F03,Z17
S06323,F03,Z17
S06423,F03,Z17
S06490,F03,Z17
S06502,F03,Z17
S06503,F03,Z17
S06521,F03,Z17
S06563,F03,Z17
S06641,F03,Z17
S06774,F03,Z17
S06798,F03,Z17
S06799,F03,Z17
S06802,F03,Z17
S06804,F03,Z17
S06806,F03,Z17
S06820,F03,Z17
S06844,F03,Z17
S06927,F03,Z17
S07201,F03,Z17
S07411,F03,Z17
S07610,F03,Z17
S07895,F03,Z17
S08103,F03,Z17
S08119,F03,Z17
S08151,F03,Z17
S08202,F03,Z17
S08203,F03,Z17
S08206,F03,Z17
S08259,F03,Z17
S08404,F03,Z17
S08888,F03,Z17
S09011,F03,Z17
S09379,F03,Z17
S09385,F03,Z17
S09391,F03,Z17
S09722,F03,Z17
S09856,F03,Z17
S09953,F03,Z17
S09992,F03,Z17
S09994,F03,Z17
S10139,F03,Z17
S10156,F03,Z17
S10232,F03,Z17
S10362,F03,Z17
S10376,F03,Z17
S10479,F03,Z17
S10655,F03,Z17
S10753,F03,Z17
S10789,F03,Z17
S10816,F03,Z17
S10840,F03,Z17
S11060,F03,Z17
S11071,F03,Z17
S11081,F03,Z17
S11082,F03,Z17
S11107,F03,Z17
S11136,F03,Z17
S11199,F03,Z17
S11316,F03,Z17
S11361,F03,Z17
S11447,F03,Z17
S11543,F03,Z17
S11550,F03,Z17
S11562,F03,Z17
S11622,F03,Z17
S11627,F03,Z17
S11628,F03,Z17
S11660,F03,Z17
S11661,F03,Z17
S11748,F03,Z17
S11807,F03,Z17
S11888,F03,Z17
S11898,F03,Z17
S11930,F03,Z17
S11939,F03,Z17
S11976,F03,Z17
S12048,F03,Z17
S12049,F03,Z17
S09386,F03,R44
S12132,F03,Z17
C00066,F03,R98
C00219,F03,R98
C00291,F03,R98
C00322,F03,R45
C00323,F03,R98
C00324,F03,R45
C00326,F03,R45
C00327,F03,R45
C00329,F03,R98
C00332,F03,R98
C00333,F03,R45
C00334,F03,R98
C00336,F03,R45
C00337,F03,R98
C00338,F03,R98
C00339,F03,R45
C00343,F03,R98
C00344,F03,R45
C00345,F03,R45
C00347,F03,R98
C00350,F03,R45
C00352,F03,R98
C00355,F03,R98
C00356,F03,R45
C00357,F03,R98
C00358,F03,R45
C00359,F03,R98
C00361,F03,R45
C00366,F03,R98
C00368,F03,R45
C00369,F03,R45
C00371,F03,R98
C00372,F03,R45
C00374,F03,R45
C00376,F03,R45
C00378,F03,R98
C00380,F03,R45
C00381,F03,R98
C00383,F03,R45
C00384,F03,R98
C00386,F03,R45
C00387,F03,R98
C00391,F03,R45
C00393,F03,R45
C00394,F03,R98
C00395,F03,R45
C00400,F03,R45
C00402,F03,R98
C00403,F03,R45
C00404,F03,R45
C00407,F03,R98
C00410,F03,R45
C00413,F03,R98
C00419,F03,R98
C00421,F03,R98
C00423,F03,R45
C00427,F03,R45
C00428,F03,R45
C00433,F03,R98
C00531,F03,R98
C00535,F03,R45
C00537,F03,R98
C00538,F03,R98
C00546,F03,R98
C00663,F03,R98
C00687,F03,R98
C00709,F03,R98
C01008,F03,R45
C01016,F03,R45
C01036,F03,R98
C01048,F03,R45
C01062,F03,R98
C01067,F03,R98
C01073,F03,R98
C01085,F03,R45
C01101,F03,R45
C01121,F03,R45
C01133,F03,R98
C01159,F03,R45
C01236,F03,R98
C01237,F03,R45
C01248,F03,R98
C01279,F03,R98
C01436,F03,R45
C01439,F03,R98
C01442,F03,R98
C01445,F03,R98
C01452,F03,R98
C01470,F03,R45
C01471,F03,R45
C01472,F03,R45
C01488,F03,R98
C01507,F03,R98
C01516,F03,R98
C01517,F03,R98
C01546,F03,R98
C01547,F03,R98
C01548,F03,R45
C01549,F03,R45
C01553,F03,R45
C01554,F03,R45
C01556,F03,R45
C01561,F03,R45
C01567,F03,R45
C01572,F03,R45
C01573,F03,R45
C01574,F03,R45
C01575,F03,R98
C01576,F03,R45
C01577,F03,R45
C01584,F03,R45
C01588,F03,R98
C01592,F03,R98
C01593,F03,R98
C01610,F03,R45
C01611,F03,R98
C01629,F03,R98
C01630,F03,R98
C01631,F03,R98
C01676,F03,R45
C01683,F03,R45
C01684,F03,R98
C01687,F03,R98
C01697,F03,R45
C01698,F03,R45
C01701,F03,R98
C01702,F03,R98
C01703,F03,R45
C01704,F03,R45
C01705,F03,R45
C01707,F03,R45
C01708,F03,R45
C01709,F03,R45
C01710,F03,R45
C01711,F03,R98
C01712,F03,R98
C01713,F03,R45
C01714,F03,R45
C01720,F03,R45
C01721,F03,R45
C01722,F03,R45
C01723,F03,R45
C01724,F03,R45
C01725,F03,R45
C01726,F03,R45
C01731,F03,R45
C01732,F03,R45
C01733,F03,R98
C01734,F03,R45
C01735,F03,R45
C01736,F03,R45
C01738,F03,R98
C01740,F03,R98
C01741,F03,R98
C01742,F03,R45
C01743,F03,R98
C01744,F03,R98
C01745,F03,R98
C01746,F03,R98
C01747,F03,R45
C01748,F03,R98
C01751,F03,R98
C01752,F03,R98
C01772,F03,R98
C01777,F03,R45
C01852,F03,R98
C01853,F03,R98
C01911,F03,R98
C01916,F03,R98
C01923,F03,R98
C01936,F03,R45
C01938,F03,R45
C01980,F03,R45
C01982,F03,R45
C01984,F03,R45
C02019,F03,R45
C02020,F03,R98
C02043,F03,R98
C02045,F03,R45
C02046,F03,R45
C02067,F03,R98
C02075,F03,R98
C02099,F03,R45
C02105,F03,R98
C02110,F03,R98
C02137,F03,R45
C02152,F03,R98
C02154,F03,R45
C02180,F03,R45
C02186,F03,R98
C02187,F03,R45
C02205,F03,R45
C02213,F03,R98
C02217,F03,R98
C02222,F03,R98
C02238,F03,R45
C02240,F03,R45
C02250,F03,R45
C02257,F03,R45
C02263,F03,R98
C02268,F03,R98
C02269,F03,R98
C02270,F03,R45
C02274,F03,R45
C02278,F03,R45
C02279,F03,R98
C02282,F03,R98
C02283,F03,R98
C02284,F03,R98
C02285,F03,R98
C02327,F03,R45
C02333,F03,R45
C02336,F03,R98
C02340,F03,R98
C02349,F03,R98
C02350,F03,R98
C02362,F03,R98
C02366,F03,R98
C02371,F03,R98
C02385,F03,R45
C02464,F03,R45
C02503,F03,R98
C02504,F03,R98
CC0323,F03,R98
CC0334,F03,R98
CC0339,F03,R45
CC0368,F03,R45
CC0395,F03,R45
CC0404,F03,R45
CC0407,F03,R98
CC0410,F03,R45
CC0433,F03,R98
CC1073,F03,R98
CC1567,F03,R45
CC1577,F03,R45
CC1936,F03,R45
CC2213,F03,R98
CC2250,F03,R45
CC2257,F03,R45
CC2263,F03,R98
CC2340,F03,R98
CC2366,F03,R98
S09623,F03,R45
C02267,F03,R45
C02316,F03,R45
CC0369,F03,R45
CC1439,F03,R98
C02525,F03,R98
C02530,F03,R45
C02280,F03,R45
C02537,F03,R98
C02586,F03,R98
C02611,F03,R98
C02585,F03,R98
C02607,F03,R45
C02616,F03,R45
C02619,F03,R98
C02641,F03,R45
C02610,F03,R98
C02655,F03,R98
C02658,F03,R45
C02666,F03,R98
C02684,F03,R45
C02687,F03,R45
C02690,F03,R45
C02691,F03,R45
C02657,F03,R45
C02688,F03,R45
S10066,F03,Z10
S00843,F03,Z10
S00866,F03,Z10
S09781,F03,Z10
S03821,F03,Z10
S01169,F03,Z10
S01174,F03,Z10
S10783,F03,Z10
S01177,F03,Z10
S01181,F03,Z10
S10883,F03,Z10
S01259,F03,Z10
S01273,F03,Z10
S02261,F03,Z10
S00485,F03,Z10
S02559,F03,Z10
S05756,F03,Z10
S08491,F03,Z10
S09584,F03,Z10
S09365,F03,Z10
S08712,F03,Z10
S10607,F03,Z10
S01017,F03,RC6
S02174,F03,RC6
S02635,F03,RC6
S02947,F03,RC6
S04093,F03,RC6
S05265,F03,RC6
S08938,F03,RC6
S09002,F03,RC6
S09460,F03,RC6
S09518,F03,RC6
S10029,F03,RC6
S02128,F03,RC6
S10191,F03,RC6
S10369,F03,RC6
S01719,F03,RC6
S06345,F03,RC6
S08108,F03,RC6
S07074,F03,RC6
S04551,F03,RC6
S06373,F03,RC6
S01474,F03,RC6
S07215,F03,RC6
S07294,F03,RC6
S10254,F03,RC6
S09954,F03,RC6
S10447,F03,RC6
S01287,F03,R86
S00441,F03,R86
S09826,F03,R86
S09229,F03,R86
S05888,F03,R86
S09873,F03,R86
S07205,F03,R86
S09575,F03,R86
S10030,F03,R86
S10213,F03,R86
S06365,F03,R86
S10147,F03,R86
S00515,F03,R86
S00987,F03,R86
S01022,F03,R86
S07924,F03,Z10
S01506,F03,R86
S06506,F03,R86
S05749,F03,R86
S10882,F03,R86
S09061,F03,R86
S06571,F03,R86
S10732,F03,R86
S04162,F03,R86
S09699,F03,R86
S03803,F03,R86
S09320,F03,R86
S00383,F03,R96
S00654,F03,R96
S00663,F03,R96
S00708,F03,R96
S02683,F03,R96
S02739,F03,R96
S03806,F03,R96
S03877,F03,R96
S04950,F03,R96
S05809,F03,R96
S06394,F03,R96
S08909,F03,R96
S08910,F03,R96
S09318,F03,R96
S09901,F03,R96
S02428,F03,R96
S08945,F03,R96
S10338,F03,R96
S06367,F03,R96
S10404,F03,R96
S05429,F03,R96
S10514,F03,R96
S05585,F03,R96
S10495,F03,R96
S09610,F03,R96
S08023,F03,R96
S00647,F03,R50
S00659,F03,R50
S01006,F03,R50
S01008,F03,R50
S01810,F03,R50
S01938,F03,R50
S03106,F03,R50
S03972,F03,R50
S05101,F03,R50
S05102,F03,R50
S05211,F03,R50
S05248,F03,R50
S05514,F03,R50
S05804,F03,R50
S06396,F03,R50
S06400,F03,R50
S06588,F03,R50
S06665,F03,R50
S09594,F03,R50
S05093,F03,R50
S04769,F03,R50
S08812,F03,R50
S09943,F03,R50
S00514,F03,R50
S10508,F03,R50
S09986,F03,R50
S07061,F03,RC6
S10511,F03,R50
S07069,F03,Z22
S07864,F03,Z22
S08756,F03,Z22
S10034,F03,Z22
S09013,F03,Z22
S11158,F03,Z22
S05884,F03,Z22
S10054,F03,Z22
S02659,F03,RC6
S08675,F03,RC6
S09910,F03,Z22
S10182,F03,Z22
S10357,F03,Z22
S00305,F03,Z22
S05321,F03,Z22
S10729,F03,Z22
S07227,F03,Z22
S07827,F03,Z22
S08413,F03,Z22
S08595,F03,Z22
S09787,F03,Z22
S10098,F03,Z22
S09292,F03,Z22
S05841,F03,Z22
S00977,F03,Z22
S00992,F03,Z22
S08597,F03,Z22
S04011,F03,Z22
S08886,F03,Z22
S09215,F03,Z22
S10371,F03,Z22
S02279,F03,Z23
S09950,F03,Z23
S09955,F03,Z23
S10374,F03,Z23
S10456,F03,Z23
S10831,F03,Z23
S11155,F03,Z23
S00822,F03,Z23
S00838,F03,Z23
S00844,F03,Z23
S02263,F03,Z23
S04270,F03,Z23
S05889,F03,Z23
S05424,F03,Z23
S09231,F03,Z23
S05679,F03,Z23
S09712,F03,Z23
S02193,F03,Z23
S03840,F03,Z23
S04215,F03,Z23
S08799,F03,Z23
S09847,F03,Z23
S09932,F03,Z23
S10908,F03,Z23
S11887,F03,Z23
S09459,F03,Z23
S11573,F03,Z23
S03819,F03,R47
S00847,F03,R47
S00863,F03,R47
S01800,F03,R47
S01862,F03,R47
S02110,F03,R47
S03794,F03,R47
S05061,F03,R47
S05118,F03,R47
S06361,F03,R47
S06377,F03,R47
